match_id,batting_team,bowling_team,innings,venue,ball,runs_off_bat,extras,Total_runs_in_6_Overs
419165,Mumbai Indians,Chennai Super Kings,2,190,111.0,31,2,33
501198,Chennai Super Kings,Kolkata Knight Riders,1,666,106.3,43,2,45
501198,Kolkata Knight Riders,Chennai Super Kings,2,684,111.0,46,6,52
501199,Deccan Chargers,Rajasthan Royals,1,1044,102.6,44,0,44
501199,Rajasthan Royals,Deccan Chargers,2,1102,111.0,28,3,31
501200,Kochi Tuskers Kerala,Royal Challengers Bangalore,1,777,108.3,58,3,61
501200,Royal Challengers Bangalore,Kochi Tuskers Kerala,2,840,112.5,40,8,48
501201,Delhi Daredevils,Mumbai Indians,1,333,104.29999999999998,37,1,38
501201,Mumbai Indians,Delhi Daredevils,2,351,112.7,26,5,31
501202,Kings XI Punjab,Pune Warriors,1,185,104.29999999999998,30,6,36
501202,Pune Warriors,Kings XI Punjab,2,185,103.29999999999998,42,2,44
501203,Deccan Chargers,Kolkata Knight Riders,2,296,104.29999999999998,29,1,30
501203,Kolkata Knight Riders,Deccan Chargers,1,288,102.6,44,2,46
501204,Delhi Daredevils,Rajasthan Royals,1,1216,108.0,26,4,30
501204,Rajasthan Royals,Delhi Daredevils,2,1248,107.8,46,11,57
501205,Mumbai Indians,Royal Challengers Bangalore,2,555,103.29999999999998,38,2,40
501205,Royal Challengers Bangalore,Mumbai Indians,1,555,107.3,19,5,24
501206,Chennai Super Kings,Kings XI Punjab,1,972,102.6,28,3,31
501206,Kings XI Punjab,Chennai Super Kings,2,999,105.3,64,1,65
501207,Kochi Tuskers Kerala,Pune Warriors,1,180,102.6,37,0,37
501207,Pune Warriors,Kochi Tuskers Kerala,2,200,111.7,39,5,44
501208,Deccan Chargers,Royal Challengers Bangalore,1,1160,110.5,36,5,41
501208,Royal Challengers Bangalore,Deccan Chargers,2,1073,105.3,27,1,28
501209,Kolkata Knight Riders,Rajasthan Royals,2,1216,104.99999999999999,59,3,62
501209,Rajasthan Royals,Kolkata Knight Riders,1,1312,114.19999999999999,25,6,31
501210,Kochi Tuskers Kerala,Mumbai Indians,2,1520,114.1,45,5,50
501210,Mumbai Indians,Kochi Tuskers Kerala,1,1480,104.29999999999998,34,10,44
501211,Chennai Super Kings,Royal Challengers Bangalore,1,648,102.6,44,1,45
501211,Royal Challengers Bangalore,Chennai Super Kings,2,666,104.29999999999998,32,1,33
501212,Deccan Chargers,Kings XI Punjab,1,1044,102.6,47,1,48
501212,Kings XI Punjab,Deccan Chargers,2,1160,117.5,56,6,62
501213,Delhi Daredevils,Pune Warriors,2,190,114.1,60,7,67
501213,Pune Warriors,Delhi Daredevils,1,190,113.0,59,4,63
501214,Kolkata Knight Riders,Rajasthan Royals,2,304,104.99999999999999,21,5,26
501214,Rajasthan Royals,Kolkata Knight Riders,1,296,105.3,35,1,36
501215,Chennai Super Kings,Kochi Tuskers Kerala,1,798,111.0,40,2,42
501215,Kochi Tuskers Kerala,Chennai Super Kings,2,756,102.6,48,1,49
501216,Deccan Chargers,Delhi Daredevils,1,342,111.0,40,3,43
501216,Delhi Daredevils,Deccan Chargers,2,324,102.6,38,0,38
501218,Mumbai Indians,Pune Warriors,2,1440,102.6,28,4,32
501218,Pune Warriors,Mumbai Indians,1,1480,104.29999999999998,25,8,33
501219,Kochi Tuskers Kerala,Kolkata Knight Riders,1,296,104.29999999999998,43,2,45
501219,Kolkata Knight Riders,Kochi Tuskers Kerala,2,288,102.6,33,4,37
501220,Kings XI Punjab,Rajasthan Royals,1,1107,110.3,67,10,77
501220,Rajasthan Royals,Kings XI Punjab,2,972,102.6,44,1,45
501221,Chennai Super Kings,Mumbai Indians,2,1560,107.69999999999999,40,4,44
501221,Mumbai Indians,Chennai Super Kings,1,1520,109.99999999999999,34,6,40
501222,Kolkata Knight Riders,Royal Challengers Bangalore,1,320,110.69999999999999,42,8,50
501222,Royal Challengers Bangalore,Kolkata Knight Riders,2,296,106.3,56,1,57
501223,Delhi Daredevils,Kings XI Punjab,1,360,116.39999999999999,60,10,70
501223,Kings XI Punjab,Delhi Daredevils,2,342,110.0,44,2,46
501224,Deccan Chargers,Mumbai Indians,2,1044,102.6,41,0,41
501224,Mumbai Indians,Deccan Chargers,1,1073,108.3,55,2,57
501225,Kochi Tuskers Kerala,Rajasthan Royals,1,1184,105.3,26,6,32
501225,Rajasthan Royals,Kochi Tuskers Kerala,2,1184,106.3,36,2,38
501226,Chennai Super Kings,Pune Warriors,1,666,104.29999999999998,44,1,45
501226,Pune Warriors,Chennai Super Kings,2,666,107.3,36,4,40
501227,Delhi Daredevils,Royal Challengers Bangalore,1,333,105.3,39,3,42
501227,Royal Challengers Bangalore,Delhi Daredevils,2,342,108.1,57,8,65
501228,Chennai Super Kings,Pune Warriors,2,195,112.8,23,5,28
501228,Pune Warriors,Chennai Super Kings,1,185,105.3,36,1,37
501229,Deccan Chargers,Kochi Tuskers Kerala,1,840,114.69999999999999,16,4,20
501229,Kochi Tuskers Kerala,Deccan Chargers,2,819,113.79999999999998,25,4,29
501230,Delhi Daredevils,Kolkata Knight Riders,2,342,108.99999999999999,39,2,41
501230,Kolkata Knight Riders,Delhi Daredevils,1,333,104.29999999999998,41,1,42
501231,Mumbai Indians,Rajasthan Royals,1,1184,104.29999999999998,30,1,31
501231,Rajasthan Royals,Mumbai Indians,2,1152,102.6,18,0,18
501232,Pune Warriors,Royal Challengers Bangalore,2,585,106.8,38,4,42
501232,Royal Challengers Bangalore,Pune Warriors,1,540,102.6,57,0,57
501233,Delhi Daredevils,Kochi Tuskers Kerala,1,819,112.7,28,6,34
501233,Kochi Tuskers Kerala,Delhi Daredevils,2,777,105.3,30,7,37
501234,Kings XI Punjab,Kolkata Knight Riders,1,304,110.0,37,3,40
501234,Kolkata Knight Riders,Kings XI Punjab,2,288,102.6,44,1,45
501235,Pune Warriors,Rajasthan Royals,1,1152,102.6,49,0,49
501235,Rajasthan Royals,Pune Warriors,2,1184,103.29999999999998,29,5,34
501236,Chennai Super Kings,Deccan Chargers,1,666,103.29999999999998,29,5,34
501236,Deccan Chargers,Chennai Super Kings,2,702,110.69999999999999,59,5,64
501237,Kings XI Punjab,Mumbai Indians,2,1440,102.6,22,2,24
501237,Mumbai Indians,Kings XI Punjab,1,1440,102.6,33,2,35
501238,Delhi Daredevils,Kochi Tuskers Kerala,1,333,108.3,41,1,42
501238,Kochi Tuskers Kerala,Delhi Daredevils,2,396,129.9,54,13,67
501239,Deccan Chargers,Kolkata Knight Riders,2,1044,102.6,41,0,41
501239,Kolkata Knight Riders,Deccan Chargers,1,1131,109.8,38,3,41
501240,Chennai Super Kings,Rajasthan Royals,2,684,112.1,41,2,43
501240,Rajasthan Royals,Chennai Super Kings,1,648,102.6,42,5,47
501241,Mumbai Indians,Pune Warriors,1,185,108.3,42,7,49
501241,Pune Warriors,Mumbai Indians,2,190,114.1,24,7,31
501242,Kochi Tuskers Kerala,Kolkata Knight Riders,1,777,104.29999999999998,34,1,35
501242,Kolkata Knight Riders,Kochi Tuskers Kerala,2,777,104.29999999999998,41,2,43
501243,Deccan Chargers,Delhi Daredevils,1,1044,102.6,41,2,43
501243,Delhi Daredevils,Deccan Chargers,2,1218,127.1,22,7,29
501244,Kings XI Punjab,Royal Challengers Bangalore,2,570,105.99999999999999,36,2,38
501244,Royal Challengers Bangalore,Kings XI Punjab,1,540,102.6,45,3,48
501245,Chennai Super Kings,Kolkata Knight Riders,1,296,108.3,12,3,15
501245,Kolkata Knight Riders,Chennai Super Kings,2,304,104.99999999999999,30,3,33
501246,Delhi Daredevils,Mumbai Indians,2,1480,105.3,22,1,23
501246,Mumbai Indians,Delhi Daredevils,1,1520,107.0,48,2,50
501247,Kochi Tuskers Kerala,Royal Challengers Bangalore,1,555,107.3,48,1,49
501247,Royal Challengers Bangalore,Kochi Tuskers Kerala,2,585,110.69999999999999,75,4,79
501248,Kings XI Punjab,Pune Warriors,1,972,102.6,33,1,34
501248,Pune Warriors,Kings XI Punjab,2,1026,106.1,37,3,40
501249,Chennai Super Kings,Rajasthan Royals,1,1216,108.99999999999999,52,3,55
501249,Rajasthan Royals,Chennai Super Kings,2,1184,104.29999999999998,46,2,48
501250,Deccan Chargers,Pune Warriors,1,1073,106.3,49,1,50
501250,Pune Warriors,Deccan Chargers,2,1073,103.29999999999998,51,1,52
501251,Kings XI Punjab,Mumbai Indians,1,999,104.29999999999998,33,6,39
501251,Mumbai Indians,Kings XI Punjab,2,999,106.3,32,1,33
501252,Rajasthan Royals,Royal Challengers Bangalore,1,1216,107.0,41,2,43
501252,Royal Challengers Bangalore,Rajasthan Royals,2,1184,103.29999999999998,63,3,66
501253,Chennai Super Kings,Delhi Daredevils,1,648,102.6,42,0,42
501253,Delhi Daredevils,Chennai Super Kings,2,648,102.6,46,6,52
501254,Kings XI Punjab,Kochi Tuskers Kerala,2,468,107.8,45,4,49
501254,Kochi Tuskers Kerala,Kings XI Punjab,1,492,115.2,49,13,62
501255,Kolkata Knight Riders,Royal Challengers Bangalore,1,540,102.6,32,1,33
501255,Royal Challengers Bangalore,Kolkata Knight Riders,2,570,111.0,63,2,65
501256,Deccan Chargers,Mumbai Indians,1,1440,102.6,31,1,32
501256,Mumbai Indians,Deccan Chargers,2,1480,106.3,21,5,26
501257,Delhi Daredevils,Kings XI Punjab,2,429,110.69999999999999,33,9,42
501257,Kings XI Punjab,Delhi Daredevils,1,429,113.79999999999998,39,4,43
501258,Kochi Tuskers Kerala,Rajasthan Royals,2,468,106.8,79,8,87
501258,Rajasthan Royals,Kochi Tuskers Kerala,1,432,102.6,31,1,32
501259,Deccan Chargers,Pune Warriors,2,200,117.5,49,8,57
501259,Pune Warriors,Deccan Chargers,1,180,102.6,39,0,39
501260,Kings XI Punjab,Royal Challengers Bangalore,1,418,108.0,26,4,30
501260,Royal Challengers Bangalore,Kings XI Punjab,2,440,111.7,29,5,34
501261,Chennai Super Kings,Kochi Tuskers Kerala,1,648,102.6,41,0,41
501261,Kochi Tuskers Kerala,Chennai Super Kings,2,684,108.0,37,3,40
501262,Kolkata Knight Riders,Pune Warriors,2,185,105.3,42,2,44
501262,Pune Warriors,Kolkata Knight Riders,1,185,108.3,27,2,29
501263,Mumbai Indians,Rajasthan Royals,1,1440,102.6,24,2,26
501263,Rajasthan Royals,Mumbai Indians,2,1480,103.29999999999998,51,1,52
501264,Deccan Chargers,Kings XI Punjab,1,407,107.3,51,7,58
501264,Kings XI Punjab,Deccan Chargers,2,407,107.3,44,1,45
501265,Delhi Daredevils,Pune Warriors,1,333,108.3,29,4,33
501266,Chennai Super Kings,Royal Challengers Bangalore,1,585,109.7,20,3,23
501266,Royal Challengers Bangalore,Chennai Super Kings,2,555,104.29999999999998,43,1,44
501267,Kolkata Knight Riders,Mumbai Indians,1,296,104.29999999999998,42,4,46
501267,Mumbai Indians,Kolkata Knight Riders,2,296,108.3,47,7,54
501268,Chennai Super Kings,Royal Challengers Bangalore,2,1520,105.99999999999999,21,4,25
501268,Royal Challengers Bangalore,Chennai Super Kings,1,1520,113.0,37,7,44
501269,Kolkata Knight Riders,Mumbai Indians,1,1480,103.29999999999998,23,2,25
501269,Mumbai Indians,Kolkata Knight Riders,2,1440,102.6,60,2,62
501270,Mumbai Indians,Royal Challengers Bangalore,2,666,108.3,51,1,52
501270,Royal Challengers Bangalore,Mumbai Indians,1,702,105.8,60,8,68
501271,Chennai Super Kings,Royal Challengers Bangalore,1,648,102.6,50,6,56
501271,Royal Challengers Bangalore,Chennai Super Kings,2,648,102.6,46,1,47
548306,Chennai Super Kings,Mumbai Indians,1,702,107.69999999999999,35,7,42
548306,Mumbai Indians,Chennai Super Kings,2,684,106.99999999999999,50,3,53
548307,Delhi Daredevils,Kolkata Knight Riders,2,296,104.29999999999998,45,3,48
548307,Kolkata Knight Riders,Delhi Daredevils,1,304,109.99999999999999,39,7,46
548308,Mumbai Indians,Pune Warriors,2,1560,110.8,24,3,27
548308,Pune Warriors,Mumbai Indians,1,1480,105.3,24,6,30
548309,Kings XI Punjab,Rajasthan Royals,2,1216,107.99999999999999,42,3,45
548309,Rajasthan Royals,Kings XI Punjab,1,1216,107.0,52,5,57
548310,Delhi Daredevils,Royal Challengers Bangalore,2,555,105.3,45,1,46
548310,Royal Challengers Bangalore,Delhi Daredevils,1,555,106.3,43,3,46
548311,Chennai Super Kings,Deccan Chargers,1,222,104.29999999999998,43,1,44
548311,Deccan Chargers,Chennai Super Kings,2,234,111.8,41,4,45
548312,Kolkata Knight Riders,Rajasthan Royals,2,1216,108.99999999999999,24,3,27
548312,Rajasthan Royals,Kolkata Knight Riders,1,1184,106.3,36,1,37
548313,Kings XI Punjab,Pune Warriors,2,1332,102.6,18,1,19
548313,Pune Warriors,Kings XI Punjab,1,1369,107.3,35,3,38
548314,Deccan Chargers,Mumbai Indians,1,216,102.6,45,0,45
548314,Mumbai Indians,Deccan Chargers,2,216,102.6,29,0,29
548315,Kolkata Knight Riders,Royal Challengers Bangalore,1,540,102.6,57,3,60
548315,Royal Challengers Bangalore,Kolkata Knight Riders,2,540,102.6,20,0,20
548316,Chennai Super Kings,Delhi Daredevils,1,360,116.5,36,5,41
548316,Delhi Daredevils,Chennai Super Kings,2,324,102.6,50,0,50
548317,Mumbai Indians,Rajasthan Royals,1,1440,102.6,52,2,54
548317,Rajasthan Royals,Mumbai Indians,2,1440,102.6,43,1,44
548318,Chennai Super Kings,Royal Challengers Bangalore,2,648,102.6,51,1,52
548318,Royal Challengers Bangalore,Chennai Super Kings,1,684,109.99999999999999,54,2,56
548319,Kings XI Punjab,Pune Warriors,2,972,102.6,38,0,38
548319,Pune Warriors,Kings XI Punjab,1,1026,110.0,26,3,29
548320,Kolkata Knight Riders,Rajasthan Royals,2,304,107.99999999999999,34,2,36
548320,Rajasthan Royals,Kolkata Knight Riders,1,288,102.6,45,0,45
548321,Deccan Chargers,Delhi Daredevils,1,324,102.6,50,0,50
548321,Delhi Daredevils,Deccan Chargers,2,333,107.3,33,1,34
548322,Chennai Super Kings,Pune Warriors,1,1332,102.6,43,0,43
548322,Pune Warriors,Chennai Super Kings,2,1406,107.0,54,2,56
548323,Kings XI Punjab,Kolkata Knight Riders,1,296,105.3,22,4,26
548323,Kolkata Knight Riders,Kings XI Punjab,2,304,112.1,45,3,48
548324,Rajasthan Royals,Royal Challengers Bangalore,1,540,102.6,43,0,43
548324,Royal Challengers Bangalore,Rajasthan Royals,2,540,102.6,54,0,54
548325,Delhi Daredevils,Mumbai Indians,2,1560,107.99999999999999,34,7,41
548325,Mumbai Indians,Delhi Daredevils,1,1480,108.3,20,3,23
548326,Deccan Chargers,Rajasthan Royals,1,1280,115.69999999999999,49,8,57
548326,Rajasthan Royals,Deccan Chargers,2,1248,118.8,59,3,62
548327,Pune Warriors,Royal Challengers Bangalore,1,570,107.0,56,2,58
548327,Royal Challengers Bangalore,Pune Warriors,2,585,111.0,38,4,42
548328,Kings XI Punjab,Kolkata Knight Riders,1,999,103.29999999999998,43,2,45
548328,Kolkata Knight Riders,Kings XI Punjab,2,972,102.6,51,2,53
548329,Deccan Chargers,Delhi Daredevils,1,1044,102.6,33,0,33
548329,Delhi Daredevils,Deccan Chargers,2,1073,104.29999999999998,59,5,64
548330,Chennai Super Kings,Pune Warriors,1,666,108.3,41,1,42
548330,Pune Warriors,Chennai Super Kings,2,648,102.6,50,3,53
548331,Kings XI Punjab,Royal Challengers Bangalore,1,972,102.6,41,0,41
548331,Royal Challengers Bangalore,Kings XI Punjab,2,1026,105.99999999999999,34,2,36
548332,Chennai Super Kings,Rajasthan Royals,2,648,102.6,45,0,45
548332,Rajasthan Royals,Chennai Super Kings,1,666,104.29999999999998,40,1,41
548333,Delhi Daredevils,Pune Warriors,2,324,102.6,49,0,49
548333,Pune Warriors,Delhi Daredevils,1,342,112.0,49,3,52
548334,Kings XI Punjab,Mumbai Indians,2,1440,102.6,48,0,48
548334,Mumbai Indians,Kings XI Punjab,1,1480,108.3,37,2,39
548335,Deccan Chargers,Kolkata Knight Riders,1,36,102.6,38,1,39
548335,Kolkata Knight Riders,Deccan Chargers,2,38,109.0,39,3,42
548336,Rajasthan Royals,Royal Challengers Bangalore,2,1216,104.1,44,4,48
548336,Royal Challengers Bangalore,Rajasthan Royals,1,1152,102.6,35,2,37
548337,Delhi Daredevils,Pune Warriors,2,1369,103.29999999999998,59,2,61
548337,Pune Warriors,Delhi Daredevils,1,1332,102.6,28,0,28
548339,Kings XI Punjab,Mumbai Indians,1,999,107.3,43,1,44
548339,Mumbai Indians,Kings XI Punjab,2,999,108.3,38,2,40
548341,Deccan Chargers,Pune Warriors,1,1332,102.6,45,5,50
548341,Pune Warriors,Deccan Chargers,2,1406,111.0,41,3,44
548342,Delhi Daredevils,Mumbai Indians,1,333,108.3,51,3,54
548342,Mumbai Indians,Delhi Daredevils,2,333,106.3,48,1,49
548343,Chennai Super Kings,Kings XI Punjab,2,648,102.6,48,0,48
548343,Kings XI Punjab,Chennai Super Kings,1,720,107.69999999999999,39,4,43
548344,Kolkata Knight Riders,Royal Challengers Bangalore,1,312,112.8,43,3,46
548344,Royal Challengers Bangalore,Kolkata Knight Riders,2,296,104.29999999999998,34,1,35
548345,Delhi Daredevils,Rajasthan Royals,1,333,107.3,40,2,42
548345,Rajasthan Royals,Delhi Daredevils,2,333,107.3,39,1,40
548346,Deccan Chargers,Mumbai Indians,1,1440,102.6,36,2,38
548346,Mumbai Indians,Deccan Chargers,2,1560,109.69999999999999,27,4,31
548347,Chennai Super Kings,Kolkata Knight Riders,1,666,105.3,42,1,43
548347,Kolkata Knight Riders,Chennai Super Kings,2,756,128.1,30,7,37
548348,Deccan Chargers,Pune Warriors,1,36,102.6,32,1,33
548348,Pune Warriors,Deccan Chargers,2,36,102.6,47,1,48
548349,Delhi Daredevils,Rajasthan Royals,2,1152,102.6,57,4,61
548349,Rajasthan Royals,Delhi Daredevils,1,1184,104.29999999999998,54,2,56
548350,Kings XI Punjab,Royal Challengers Bangalore,2,555,103.29999999999998,50,3,53
548350,Royal Challengers Bangalore,Kings XI Punjab,1,540,102.6,33,0,33
548351,Mumbai Indians,Pune Warriors,1,1369,105.3,40,2,42
548351,Pune Warriors,Mumbai Indians,2,1369,103.29999999999998,36,1,37
548352,Chennai Super Kings,Deccan Chargers,1,666,108.3,54,2,56
548352,Deccan Chargers,Chennai Super Kings,2,648,102.6,47,0,47
548353,Kolkata Knight Riders,Pune Warriors,1,328,120.39999999999999,55,13,68
548353,Pune Warriors,Kolkata Knight Riders,2,320,114.5,41,4,45
548354,Kings XI Punjab,Rajasthan Royals,2,1053,113.8,28,5,33
548354,Rajasthan Royals,Kings XI Punjab,1,1026,108.99999999999999,61,3,64
548355,Chennai Super Kings,Mumbai Indians,1,1520,111.0,50,2,52
548355,Mumbai Indians,Chennai Super Kings,2,1440,102.6,46,0,46
548356,Deccan Chargers,Royal Challengers Bangalore,1,570,104.99999999999999,43,3,46
548356,Royal Challengers Bangalore,Deccan Chargers,2,540,102.6,45,1,46
548357,Delhi Daredevils,Kolkata Knight Riders,1,324,102.6,48,2,50
548357,Kolkata Knight Riders,Delhi Daredevils,2,333,105.3,59,1,60
548358,Pune Warriors,Rajasthan Royals,1,1369,103.29999999999998,30,5,35
548358,Rajasthan Royals,Pune Warriors,2,1332,102.6,49,0,49
548359,Deccan Chargers,Kings XI Punjab,2,1102,114.1,33,7,40
548359,Kings XI Punjab,Deccan Chargers,1,1102,106.1,48,3,51
548360,Mumbai Indians,Royal Challengers Bangalore,1,1480,104.29999999999998,20,5,25
548360,Royal Challengers Bangalore,Mumbai Indians,2,1440,102.6,33,2,35
548361,Chennai Super Kings,Rajasthan Royals,2,1280,114.7,31,5,36
548361,Rajasthan Royals,Chennai Super Kings,1,1184,103.29999999999998,22,6,28
548362,Pune Warriors,Royal Challengers Bangalore,2,1332,102.6,49,1,50
548362,Royal Challengers Bangalore,Pune Warriors,1,1443,112.7,61,5,66
548363,Kolkata Knight Riders,Mumbai Indians,2,288,102.6,31,1,32
548363,Mumbai Indians,Kolkata Knight Riders,1,288,102.6,49,0,49
548364,Chennai Super Kings,Delhi Daredevils,2,666,104.29999999999998,44,1,45
548364,Delhi Daredevils,Chennai Super Kings,1,666,107.3,25,2,27
548365,Pune Warriors,Rajasthan Royals,2,1184,104.29999999999998,32,1,33
548365,Rajasthan Royals,Pune Warriors,1,1184,103.29999999999998,43,2,45
548366,Deccan Chargers,Kings XI Punjab,1,999,104.29999999999998,44,3,47
548366,Kings XI Punjab,Deccan Chargers,2,999,104.29999999999998,41,3,44
548367,Mumbai Indians,Royal Challengers Bangalore,2,600,115.39999999999999,27,5,32
548367,Royal Challengers Bangalore,Mumbai Indians,1,615,126.8,34,6,40
548368,Chennai Super Kings,Kolkata Knight Riders,2,296,104.29999999999998,50,1,51
548368,Kolkata Knight Riders,Chennai Super Kings,1,288,102.6,49,1,50
548369,Delhi Daredevils,Kings XI Punjab,2,333,104.29999999999998,36,1,37
548369,Kings XI Punjab,Delhi Daredevils,1,324,102.6,44,3,47
548370,Kolkata Knight Riders,Mumbai Indians,1,1480,106.3,31,1,32
548370,Mumbai Indians,Kolkata Knight Riders,2,1480,104.29999999999998,24,2,26
548371,Chennai Super Kings,Kings XI Punjab,1,407,104.29999999999998,23,2,25
548371,Kings XI Punjab,Chennai Super Kings,2,418,106.1,39,4,43
548372,Delhi Daredevils,Royal Challengers Bangalore,2,333,103.29999999999998,50,1,51
548372,Royal Challengers Bangalore,Delhi Daredevils,1,342,113.0,40,2,42
548373,Deccan Chargers,Rajasthan Royals,2,1160,116.7,54,4,58
548373,Rajasthan Royals,Deccan Chargers,1,1044,102.6,41,0,41
548374,Delhi Daredevils,Kings XI Punjab,2,407,108.3,39,5,44
548374,Kings XI Punjab,Delhi Daredevils,1,407,103.29999999999998,15,5,20
548375,Kolkata Knight Riders,Pune Warriors,1,1332,102.6,27,0,27
548375,Pune Warriors,Kolkata Knight Riders,2,1406,107.99999999999999,35,5,40
548376,Deccan Chargers,Royal Challengers Bangalore,1,1073,106.3,22,1,23
548376,Royal Challengers Bangalore,Deccan Chargers,2,1073,106.3,39,1,40
548377,Mumbai Indians,Rajasthan Royals,2,1280,115.7,40,4,44
548377,Rajasthan Royals,Mumbai Indians,1,1248,107.69999999999999,28,3,31
548378,Delhi Daredevils,Kolkata Knight Riders,2,1406,107.99999999999999,40,9,49
548378,Kolkata Knight Riders,Delhi Daredevils,1,1369,103.29999999999998,46,2,48
548379,Chennai Super Kings,Mumbai Indians,1,555,104.29999999999998,29,1,30
548379,Mumbai Indians,Chennai Super Kings,2,585,108.8,51,3,54
548380,Chennai Super Kings,Delhi Daredevils,1,666,108.3,51,1,52
548380,Delhi Daredevils,Chennai Super Kings,2,684,108.1,43,3,46
548381,Chennai Super Kings,Kolkata Knight Riders,1,666,108.3,52,2,54
548381,Kolkata Knight Riders,Chennai Super Kings,2,702,112.8,52,4,56
597998,Delhi Daredevils,Kolkata Knight Riders,1,304,106.1,42,3,45
597998,Kolkata Knight Riders,Delhi Daredevils,2,296,107.3,45,1,46
597999,Mumbai Indians,Royal Challengers Bangalore,2,540,102.6,36,2,38
597999,Royal Challengers Bangalore,Mumbai Indians,1,570,111.0,29,2,31
598000,Pune Warriors,Sunrisers Hyderabad,2,1073,108.3,26,1,27
598000,Sunrisers Hyderabad,Pune Warriors,1,1102,108.99999999999999,35,3,38
598001,Delhi Daredevils,Rajasthan Royals,2,333,103.29999999999998,36,3,39
598001,Rajasthan Royals,Delhi Daredevils,1,342,112.0,38,7,45
598002,Chennai Super Kings,Mumbai Indians,2,666,106.3,35,1,36
598002,Mumbai Indians,Chennai Super Kings,1,666,106.3,38,3,41
598003,Kings XI Punjab,Pune Warriors,2,1369,104.29999999999998,55,1,56
598003,Pune Warriors,Kings XI Punjab,1,1332,102.6,23,1,24
598004,Royal Challengers Bangalore,Sunrisers Hyderabad,1,1102,105.99999999999999,33,7,40
598004,Royal Challengers Bangalore,Sunrisers Hyderabad,4,174,2.1,15,0,15
598004,Sunrisers Hyderabad,Royal Challengers Bangalore,2,1131,111.69999999999999,31,6,37
598004,Sunrisers Hyderabad,Royal Challengers Bangalore,3,203,2.8,19,1,20
598005,Kolkata Knight Riders,Rajasthan Royals,2,1280,109.49999999999999,35,5,40
598005,Rajasthan Royals,Kolkata Knight Riders,1,1184,103.29999999999998,33,2,35
598006,Delhi Daredevils,Mumbai Indians,2,1480,105.3,44,2,46
598006,Mumbai Indians,Delhi Daredevils,1,1480,107.3,35,3,38
598007,Chennai Super Kings,Kings XI Punjab,2,999,103.29999999999998,37,1,38
598007,Kings XI Punjab,Chennai Super Kings,1,972,102.6,42,1,43
598008,Kolkata Knight Riders,Royal Challengers Bangalore,1,570,108.99999999999999,42,2,44
598008,Royal Challengers Bangalore,Kolkata Knight Riders,2,570,111.0,41,2,43
598009,Pune Warriors,Rajasthan Royals,2,1406,107.0,60,4,64
598009,Rajasthan Royals,Pune Warriors,1,1369,105.3,42,2,44
598010,Delhi Daredevils,Sunrisers Hyderabad,1,324,102.6,27,2,29
598010,Sunrisers Hyderabad,Delhi Daredevils,2,333,103.29999999999998,37,1,38
598011,Mumbai Indians,Pune Warriors,1,1480,105.3,47,1,48
598011,Pune Warriors,Mumbai Indians,2,1520,104.99999999999999,37,3,40
598012,Chennai Super Kings,Royal Challengers Bangalore,2,684,107.99999999999999,29,2,31
598012,Royal Challengers Bangalore,Chennai Super Kings,1,666,103.29999999999998,32,1,33
598013,Kolkata Knight Riders,Sunrisers Hyderabad,1,288,102.6,45,3,48
598013,Sunrisers Hyderabad,Kolkata Knight Riders,2,296,108.3,35,4,39
598014,Kings XI Punjab,Rajasthan Royals,1,1184,104.29999999999998,30,4,34
598014,Rajasthan Royals,Kings XI Punjab,2,1248,108.69999999999999,40,8,48
598015,Chennai Super Kings,Pune Warriors,2,666,105.3,37,1,38
598015,Pune Warriors,Chennai Super Kings,1,666,105.3,46,2,48
598016,Kings XI Punjab,Kolkata Knight Riders,1,999,103.29999999999998,34,1,35
598016,Kolkata Knight Riders,Kings XI Punjab,2,972,102.6,40,5,45
598017,Delhi Daredevils,Royal Challengers Bangalore,1,570,108.99999999999999,40,3,43
598017,Delhi Daredevils,Royal Challengers Bangalore,4,90,2.1,11,0,11
598017,Royal Challengers Bangalore,Delhi Daredevils,2,555,104.29999999999998,46,2,48
598017,Royal Challengers Bangalore,Delhi Daredevils,3,90,2.1,15,0,15
598018,Pune Warriors,Sunrisers Hyderabad,2,1332,102.6,41,0,41
598018,Sunrisers Hyderabad,Pune Warriors,1,1406,108.99999999999999,23,2,25
598019,Mumbai Indians,Rajasthan Royals,2,1216,111.0,21,5,26
598019,Rajasthan Royals,Mumbai Indians,1,1184,103.29999999999998,52,6,58
598020,Chennai Super Kings,Delhi Daredevils,1,333,105.3,38,1,39
598020,Delhi Daredevils,Chennai Super Kings,2,360,111.4,28,4,32
598021,Kings XI Punjab,Sunrisers Hyderabad,1,1073,105.3,35,1,36
598021,Sunrisers Hyderabad,Kings XI Punjab,2,1044,102.6,33,0,33
598022,Chennai Super Kings,Kolkata Knight Riders,2,296,105.3,25,2,27
598022,Kolkata Knight Riders,Chennai Super Kings,1,296,103.29999999999998,44,3,47
598023,Rajasthan Royals,Royal Challengers Bangalore,1,540,102.6,31,0,31
598023,Royal Challengers Bangalore,Rajasthan Royals,2,585,112.8,41,7,48
598024,Delhi Daredevils,Mumbai Indians,2,333,104.29999999999998,59,1,60
598024,Mumbai Indians,Delhi Daredevils,1,324,102.6,24,0,24
598025,Kings XI Punjab,Pune Warriors,2,972,102.6,53,2,55
598025,Pune Warriors,Kings XI Punjab,1,999,103.29999999999998,46,2,48
